Accession,Unigene,Gene,Ratio,ttest
AI957801,559444,si:dkey-117n7.5,2.076477,2.78E-07
BI890193,368348,si:dkey-11p23.2,0.725919,6.01E-05
XM_678089,557744,si:dkey-120m5.1,1.336796,7.66E-06
AW305462,568757,si:dkey-121j17.1,0.709887,1.10E-05
BG727126,558453,si:dkey-12o15.1,1.434548,8.79E-09
AW202736,565971,si:dkey-13i19.1,0.877406,1.97E-04
CU372926,100004228,si:dkey-147f23.1,0.944759,4.11E-04
BI878747,559803,si:dkey-148b12.1,0.738268,1.33E-02
NM_001100032,567639,si:dkey-151c10.1,2.757885,1.87E-11
NM_001045110,566596,si:dkey-153k10.9,1.049446,1.35E-06
AW019272,555845,si:dkey-15j16.3,0.730403,6.40E-04
AI331200,796658,si:dkey-169i5.4,0.782163,5.26E-04
AW076819,100004316,si:dkey-16m19.2,1.394221,7.02E-05
AW232856,-,si:dkey-170k13.1,3.362586,1.89E-09
BC115357,559377,si:dkey-170o10.4,5.568442,3.06E-09
BM095178,558045,si:dkey-174k18.1,3.691417,5.91E-09
AI884222,562231,si:dkey-175m17.8,0.766342,2.32E-04
BE016163,555432,si:dkey-177e13.4,1.472691,1.07E-05
AW232135,553452,si:dkey-180p18.9,1.048037,1.11E-04
AW203034,566384,si:dkey-181m9.10,1.148581,2.83E-05
AI584354,570411,si:dkey-183n20.15,0.859168,5.22E-06
AI958852,570437,si:dkey-183n20.16,0.786121,2.11E-02
AW175450,567482,si:dkey-189g17.2,0.728463,1.89E-03
BI671139,402824,si:dkey-191g15.1,4.194484,1.90E-12
BX470229,565728,si:dkey-193b15.6,1.490487,6.13E-04
AW279682,567837,si:dkey-193c22.1,1.037644,4.55E-03
BM096075,569366,si:dkey-196h17.3,0.629119,2.45E-05
NM_001110283,795038,si:dkey-1o2.1,1.155147,1.33E-05
BI878775,565869,si:dkey-201c13.3,0.827357,1.92E-04
AW419620,565233,si:dkey-202n14.1,1.038736,1.54E-03
AI396704,336388,si:dkey-204f11.64,2.361739,2.18E-07
NM_001171029,563108,si:dkey-206d17.12,2.392754,5.66E-06
CU469314,561115,si:dkey-208b23.5,1.224265,4.82E-06
NM_001128235,556245,si:dkey-20d21.12,1.866068,4.86E-07
AI641710,504167,si:dkey-217k21.4,0.693216,4.43E-03
NM_001045056,564535,si:dkey-217m5.1,0.814616,1.16E-04
AI588354,563665,si:dkey-21e7.2,1.000035,4.06E-05
BG985472,338241,si:dkey-21k10.2,1.351072,9.58E-06
NM_001044316,492678,si:dkey-220f10.6,0.798425,3.21E-03
AI477969,794613,si:dkey-221l4.7,5.788966,7.99E-09
BC134058,568423,si:dkey-222f2.8,0.691536,1.58E-05
AI883001,555353,si:dkey-229d11.5,1.471538,5.38E-05
NM_001044829,557525,si:dkey-239i20.2,0.949528,4.38E-05
AI384834,336380,si:dkey-242g16.2,3.483161,1.39E-11
NM_001110029,561003,si:dkey-246g23.3,0.857216,1.09E-04
NM_001040382,100006131,si:dkey-24f17.5,1.185872,6.25E-06
BI476730,571356,si:dkey-24l11.7,0.78336,9.49E-04
AW019214,566714,si:dkey-252h13.5,2.528015,6.75E-08
CR391935,558466,si:dkey-256k13.1,0.799602,9.75E-06
AW019072,569156,si:dkey-261h15.1,0.888238,5.61E-04
AW280206,565842,si:dkey-266j7.1,1.360127,9.28E-03
BX511069,559431,si:dkey-274c14.3,0.672342,8.98E-03
AW127728,798982,si:dkey-27p1.2,0.796038,6.31E-05
NM_001100021,566423,si:dkey-27p23.3,0.599327,3.10E-03
AW184411,-,si:dkey-286j17.3,1.287667,2.52E-06
NM_001039640,571795,si:dkey-28b4.5,0.663606,3.96E-03
XM_001334026,562640,si:dkey-28b4.8,1.43269,2.41E-08
BX571981,563198,si:dkey-31j3.9,1.007536,3.03E-04
AW184041,335380,si:dkey-33c12.3,0.834922,1.34E-04
BE693132,321382,si:dkey-33i11.4,7.113644,7.59E-09
CK696587,563018,si:dkey-34f16.1,1.028798,4.08E-03
AW116176,407641,si:dkey-37o8.1,1.019519,7.56E-03
BM070987,-,si:dkey-39e8.5,4.85554,2.25E-08
BX537139,569187,si:dkey-46k9.12,4.181692,1.29E-09
BE015675,335737,si:dkey-52h23.1,0.778724,3.57E-03
BC081654,564334,si:dkey-52k20.13,0.782945,5.25E-04
BC129426,100148022,si:dkey-52k20.7,1.323037,2.37E-03
NM_001017734,550429,si:dkey-53p21.1,2.433139,2.42E-07
BX677666,568457,si:dkey-58b18.11,1.082376,2.45E-02
AI957878,569589,si:dkey-60a16.3,0.710844,3.32E-04
XM_678343,558034,si:dkey-60b12.7,0.938835,4.81E-04
NM_001130400,792544,si:dkey-67c22.2,0.62785,3.87E-05
NM_001045397,751683,si:dkey-6n6.2,1.680929,2.39E-06
BX284673,568275,si:dkey-71p21.12,1.288103,1.21E-05
AI545308,571114,si:dkey-72l14.9,1.528308,5.07E-08
CR788310,559017,si:dkey-74f15.3,0.758227,3.25E-05
NM_001145555,553448,si:dkey-76k16.7,1.45568,1.03E-04
NM_001044873,558738,si:dkey-78l4.14,0.99609,1.15E-03
BX936298,561111,si:dkey-78l4.2,0.698881,3.81E-05
XM_690165,504036,si:dkey-78p20.2,1.805681,3.12E-08
NM_001082832,562950,si:dkey-7c18.24,2.676104,3.41E-04
AF348959,407625,si:dkey-7c22.2,1.707024,3.80E-08
AF160641,553232,si:dkey-7l12.1,2.572379,2.57E-08
AI793391,562490,si:dkey-8l13.4,0.75133,1.84E-04
AI793581,565326,si:dkey-94n12.4,0.897889,3.00E-05
BX296526,567416,si:dkey-96l17.6,0.644031,2.55E-04
BE201632,563056,si:dkey-9a20.6,2.142324,1.84E-07
NM_001128795,797834,si:dkeyp-110c7.1,1.523806,1.06E-07
BG304219,558442,si:dkeyp-110e4.6,0.842862,1.59E-07
NM_001123285,567801,si:dkeyp-110g5.2,0.827308,4.08E-02
NM_001123261,561637,si:dkeyp-110g5.4,1.028403,1.87E-05
XM_001342803,553371,si:dkeyp-113d7.4,5.368352,6.89E-08
NM_001044314,100005257,si:dkeyp-20e4.1,1.062561,2.14E-04
BX465867,572001,si:dkeyp-24d6.1,0.71588,6.02E-05
XM_679949,556995,si:dkeyp-35b8.5,5.707761,4.60E-11
BX294128,570822,si:dkeyp-35f12.2,0.81995,6.44E-06
NM_001100956,571990,si:dkeyp-4c4.1,5.035436,4.85E-12
NM_212718,334036,si:dkeyp-50f7.2,0.830873,1.16E-04
CF673290,557389,si:dkeyp-51c11.1,5.698423,2.16E-12
NM_001170819,564534,si:dkeyp-73d8.3,0.811234,3.75E-06
BC133166,559449,si:dkeyp-75h12.2,3.588018,3.27E-09
NM_001044787,555505,si:dkeyp-89d7.1,0.817254,1.29E-06
BC167970,564098,si:dkeyp-8h9.2,4.476816,7.73E-10
NM_001039620,323834,si:dkeyp-95d10.1,0.985884,4.86E-05
AL627129,568056,si:rp71-1f1.5,0.590468,8.88E-04
AW281156,566275,si:rp71-1p14.10,0.930779,1.82E-04
BI891793,368434,si:rp71-46j2.8,1.983411,4.91E-06
NM_001128704,561007,si:rp71-57j15.4,2.670844,7.64E-07
BE202082,335278,si:rp71-61h23.4,0.707042,3.35E-07
BM572815,368655,si:xx-packtrz.3,1.178013,2.02E-04
NM_001025451,321239,silva,1.124407,8.82E-05
NM_131836,260351,sim1,1.248413,4.30E-07
NM_131783,83415,six2.1,0.688218,7.15E-03
AF030280,30635,six3a,0.72806,8.33E-05
AF030283,65232,six4.1,1.045394,7.91E-04
NM_131718,65233,six4.2,1.216258,2.11E-06
NM_200628,368564,skap2,0.639222,3.19E-06
NM_001128548,793341,slc12a9,0.864834,8.82E-03
NM_199281,387592,slc13a1,1.242562,3.24E-04
NM_001020519,326634,slc14a2,1.575244,6.58E-07
NM_198064,793301,slc15a1b,0.622157,1.77E-03
NM_001145814,449947,slc16a12b,2.596334,3.27E-09
NM_212708,327276,slc16a3,1.499901,3.02E-06
NM_001003552,445158,slc16a9b,0.591111,1.04E-03
NM_213179,406458,slc20a1a,3.216857,4.11E-07
NM_212588,321541,slc20a1b,1.251761,8.45E-09
NM_212782,337675,slc25a12,0.757584,2.61E-04
NM_213408,406717,slc25a22,1.50991,6.89E-07
NM_213257,406541,slc25a25,0.921141,2.76E-05
NM_213157,406436,slc25a33,1.223872,7.46E-07
NM_001013519,541392,slc25a44b,0.593575,1.11E-04
NM_173247,192321,slc25a5,1.330396,2.48E-07
NM_201473,322846,slc26a5,0.682838,4.59E-05
NM_001013537,541410,slc27a1,0.698727,8.70E-05
NM_001002643,436916,slc2a3,0.639959,3.59E-02
NM_200879,393853,slc30a1,0.73948,4.22E-03
NM_001080701,798575,slc32a1,0.691801,2.41E-05
NM_205635,402931,slc35b2,1.514503,1.05E-04
NM_001039995,664769,slc35b3,1.018183,5.62E-05
AI793635,323482,slc35c2,1.94983,1.64E-06
NM_214738,406465,slc37a4,0.965281,6.73E-06
NM_001002648,436921,slc38a3,0.799545,1.81E-06
NM_001005944,449771,slc38a4,0.665882,2.26E-03
NM_199897,334395,slc43a1a,0.649516,8.06E-05
NM_200006,792763,slc48a1b,0.633826,5.83E-04
NM_001037237,566075,slc4a2a,2.203836,5.05E-07
EF634453,561618,slc4a4b,1.013441,7.17E-06
NM_001034969,556156,slc5a8l,1.768485,5.14E-05
NM_001098387,558960,slc6a11,5.906374,6.68E-13
AI722383,569098,slc6a6,1.210727,6.33E-03
NM_001007329,492363,slc7a3,1.897134,4.32E-06
NM_001008586,494043,slc9a8,1.149339,7.68E-08
NM_001045188,569735,slco3a1,2.349829,1.03E-10
AF210321,80353,slit2,1.256285,5.17E-05
NM_001145601,568838,slkn,0.815621,4.14E-04
NM_001007367,492495,slu7,0.912519,3.23E-04
AF229175,30640,smad4,0.75993,7.56E-05
NM_001077778,777731,smap1,1.451211,3.95E-06
NM_181603,353295,smarca4,0.937597,3.53E-04
NM_173253,192332,smc4,0.978892,7.62E-04
NM_001083840,564985,smcr7l,0.824125,3.20E-05
NM_201502,387290,smox,0.935495,3.50E-04
NM_205540,321245,smyd1a,0.812204,7.16E-05
NM_001020507,321552,smyhc1,3.762096,5.73E-08
NM_131434,30711,snap25b,1.517025,5.37E-06
AW116703,561241,snapc4,0.701644,1.70E-03
NM_182865,324404,snd1,0.862227,3.17E-04
NM_001007412,492771,snf8,0.620369,4.19E-03
NM_001025470,793873,snip1,1.872407,6.95E-06
NM_001145893,394098,snx12,0.732188,2.79E-04
NM_001045157,568263,snx17,0.678524,3.40E-03
NM_001015063,548603,snx18b,0.694084,3.68E-04
NM_200540,393512,snx27,0.721101,2.32E-05
BG985765,406797,snx5,1.204546,1.44E-05
NM_199950,335409,socs3a,0.835011,2.70E-05
NM_200616,393588,sord,1.035698,8.29E-04
NM_001126465,799153,sort1b,2.775635,8.63E-09
NM_131287,30544,sox17,1.47979,1.31E-06
NM_131286,30543,sox21a,1.58244,1.41E-06
NM_001025465,386704,sox8,1.001855,1.05E-03
NM_131643,60641,sox9a,0.624189,3.29E-03
NM_131644,60642,sox9b,1.744528,3.93E-06
NM_212960,405896,sp9,3.795743,5.02E-12
BI672040,799739,spata17,0.812554,6.07E-03
NM_001018678,497395,spata18,0.901631,2.45E-03
NM_001006091,100005885,spdya,0.699347,1.48E-04
CK698229,503940,spen,0.624023,1.87E-02
NM_213152,406426,spint1l,5.746015,3.94E-10
NM_001098488,553383,spna2,1.322139,8.21E-06
AW116870,568117,spns2,2.009283,6.36E-05
NM_131515,58027,spon1a,1.6939,3.21E-04
NM_131517,58029,spon1b,1.322929,2.25E-04
NM_131007,30201,spon2a,0.98849,2.82E-04
NM_213234,793290,spred2,1.091773,9.17E-06
NM_001002477,100005939,spryd4,0.620989,8.10E-05
NM_001020471,553981,sptlc1,0.843035,5.04E-05
NM_001159971,337191,spty2d1,0.693324,2.37E-04
NM_001017881,550580,sqrdl,1.240385,7.01E-05
AW343560,406452,sqstm1,2.123027,5.49E-12
NM_001003837,325084,src,1.311094,3.00E-08
NM_131499,793299,sreb2,1.170836,1.52E-06
NM_200988,393963,srp54,1.135766,1.14E-06
BG985443,569063,srpr,0.605869,4.96E-03
NM_213442,406751,srrm1,0.90888,2.42E-05
AI793832,325085,ssh2,1.188403,3.48E-06
NM_201327,373100,ssr1,0.946069,6.53E-06
NM_200835,393808,ssx2ip,0.832125,2.25E-03
NM_001040351,678603,st14a,5.289925,7.33E-14
NM_200220,100001416,stard10,5.051077,1.87E-08
NM_001002320,436592,stard3nl,1.123078,1.16E-02
NM_131480,30768,stat1a,1.428051,6.54E-07
NM_200925,393899,stau2,0.902121,3.36E-05
NM_001014827,544665,stc2,1.095246,2.40E-05
NM_001115092,57929,stk19,0.672308,2.10E-02
NM_199672,324125,stk3,1.033676,1.98E-08
NM_001077616,568080,stk35,0.593194,1.49E-03
NM_200982,393957,stk38l,0.709691,8.00E-04
NM_198817,386700,stm,0.895194,7.50E-03
NM_001002085,415175,stnnc,2.856947,1.46E-05
Y13473,81534,stom,0.716914,1.61E-03
NM_001013266,563124,strn3,1.276279,6.10E-05
NM_001002051,415141,stx12,1.877497,5.46E-07
NM_001002333,436605,stx5a,0.950821,1.76E-06
NM_213289,406578,stxbp2,1.310723,5.62E-09
NM_201309,100001615,sufu,1.088684,2.90E-03
NM_205620,402915,sult1st4,1.088945,3.27E-03
NM_001002599,436872,sult1st6,1.365311,2.95E-04
NM_198914,338214,sult2st1,1.268991,1.79E-06
NM_214686,322462,sult6b1,1.432435,1.48E-06
NM_001083564,570852,supv3l1,0.788973,1.57E-04
NM_201065,394040,surf6l,0.748067,2.42E-04
AW165133,445198,suv39h1a,0.739322,5.04E-04
NM_001126482,326906,suv39h1b,1.331038,2.25E-03
NM_001035261,30112,svil,1.708611,9.40E-05
NM_001077173,568207,sybu,2.041742,5.87E-08
NM_199679,324384,syncripl,1.617603,2.94E-07
BE202228,569633,syne1a,0.841995,5.24E-04
NM_001006067,450047,syngr1,1.621682,6.64E-07
BC133858,568509,syngr2b,0.852916,5.10E-05
NM_199917,334599,synj2bp,0.63412,4.03E-04
AW420381,563843,synpo2la,2.445111,7.16E-08
NM_131523,58038,syntaxin1b,0.655018,3.47E-04
NM_200667,393640,sypl,0.882788,7.80E-04
NM_001002463,436736,syt1,2.165164,2.20E-06
NM_001017652,550345,syt13,2.265062,3.88E-04
NM_001002463,436736,syt1a,2.143387,1.19E-05
CF417048,798433,syt9a,3.267646,9.91E-10
AW116173,554156,tada2b,0.85955,4.48E-06
NM_001004557,447818,taf6,0.715646,6.22E-05
NM_001004548,447809,tagap,0.739633,2.72E-05
NM_201576,259183,tagln2,2.602466,1.15E-09
NM_001122786,449661,tars,0.822016,1.89E-03
AI641767,406779,tax1bp3,1.290777,7.40E-09
NM_001024394,554092,tbc1d17,1.79281,6.96E-07
NM_200491,393463,tbc1d19,0.695873,3.16E-04
NM_200777,393750,tbc1d7,1.278695,4.97E-07
NM_001044748,692289,tbk1,0.914859,1.64E-06
NM_200096,368882,tbp,1.296917,6.65E-07
NM_205722,403035,tbpl1,1.017736,6.37E-04
AF287006,58042,tbr1,0.858868,3.94E-06
NM_131051,30253,tbx2b,1.051714,1.80E-04
NM_130914,30070,tbx4,1.579329,3.57E-04
NM_001004673,447935,tceb1a,0.813227,1.85E-02
NM_001004623,447884,tctex1d1,1.06461,1.45E-05
AW419564,326954,tecrb,1.127249,9.61E-05
NM_001077741,777634,telo2,0.62767,4.11E-03
CK687833,561284,tep1,1.470061,1.22E-06
NM_001099252,798401,tex2,1.267352,1.21E-06
NM_176859,140618,tfap2a,0.641076,7.08E-05
NM_001024665,550545,tfap2b,0.805985,1.12E-05
NM_001008576,494033,tfap2c,3.12555,7.49E-10
NM_001113617,569468,tfb2m,0.753112,1.44E-04
NM_213492,406813,tfdp1l,0.732094,9.52E-03
NM_131848,114834,tfe3a,1.242463,7.76E-07
NM_001115059,792928,tgfbr1b,0.865776,6.33E-07
NM_199567,321756,tgif1,0.842827,2.97E-03
BG729009,561901,thbs1,1.198161,1.33E-05
NM_173225,252849,thbs3a,1.00241,5.53E-05
NM_001037566,641568,thnsl2,0.619445,1.31E-02
NM_200182,323447,tia1l,0.598301,3.28E-02
NM_001044759,403147,ticam1,2.184369,1.47E-06
NM_200665,393638,timm50,0.63842,3.37E-04
CT675283,565446,tjp2a,2.010461,3.12E-10
NM_001002366,436639,tjp2b,2.441017,4.68E-08
NM_201494,373089,tjp3,2.240657,8.29E-11
NM_198070,378713,tkt,0.687311,2.57E-03
NM_001006071,450051,tlcd1,4.065732,5.20E-10
EG583276,557765,tlk1a,0.58963,2.10E-04
AF265345,326734,tlk1b,1.45716,7.63E-07
NM_001009560,494453,tln1,1.718898,4.57E-07
AY045753,170781,tlx3a,1.12906,3.67E-04
AF398519,266965,tlx3b,0.855166,5.09E-04
AA495430,445156,tm9sf1,1.016479,6.89E-04
NM_213389,406698,tm9sf3,1.024116,1.79E-04
NM_200510,393482,tm9sf4,0.586056,3.31E-04
AW202709,335549,tmc4,1.78922,6.14E-04
NM_001044813,556763,tmcc3,0.734517,1.75E-05
NM_001080640,791158,tmed1b,0.60378,6.64E-05
NM_001033108,613145,tmed9,0.76192,1.47E-04
BG985704,406680,tmem161b,0.871078,7.17E-06
AW202774,568352,tmem176l.3b,1.14532,4.91E-03
BC152289,571746,tmem176l.4,6.64924,7.51E-12
NM_213520,406841,tmem184a,3.013462,5.03E-13
NM_213663,327214,tmem33,1.35263,8.76E-06
NM_200900,393874,tmem38a,0.648505,2.40E-02
NM_205677,402977,tmem45b,2.347791,7.81E-09
NM_001077730,777622,tmem51a,1.235889,7.12E-09
NM_001102617,327162,tmem51b,1.655559,1.44E-05
NM_200319,393289,tmem57a,0.666802,9.30E-05
NM_001045368,751651,tmem86b,0.949737,2.15E-05
NM_001159512,559754,tmprss13a,3.402067,1.45E-11
BE017788,564693,tmprss13b,3.411507,5.26E-09
NM_001126377,327651,tmprss4b,0.794483,1.10E-05
NM_001115133,323607,tmx1,0.898636,3.70E-04
AA495184,559725,tnfrsf19,0.966749,1.03E-02
NM_199703,325042,tnika,0.590029,4.79E-03
NM_001037676,553295,tnikb,0.751361,1.58E-03
AW232262,100151319,tnk2,2.299205,4.60E-09
XM_682318,559022,tnks,1.617849,1.80E-07
NM_181499,353248,tnnt1,2.539757,2.13E-07
NM_201087,394062,tnpo3,0.687314,9.66E-04
NM_198363,386629,tob1a,1.582492,2.29E-09
NM_212974,406245,tob1b,2.120983,8.15E-11
BC139585,553244,tom1,2.519702,2.18E-11
XM_683727,560327,tom1l2,1.463741,5.79E-05
NM_200002,572969,tomm70a,0.774225,8.10E-05
NM_001044324,553496,top1l,1.959947,1.51E-07
NM_152248,260407,tp63,4.938459,3.35E-13
NM_178306,352943,tph1a,5.16546,9.00E-10
BG303492,415103,tph1b,3.282351,8.01E-07
NM_214795,407712,tph2,0.866747,2.53E-04
NM_200934,393908,tpm1,0.697314,2.69E-03
NM_001002119,415209,tpm2,0.94777,8.91E-04
NM_205676,373076,tpm3,2.55007,6.10E-07
NM_131403,30677,tpst1,0.989441,1.27E-04
AF424545,368967,trac,3.467748,2.28E-09
BI883698,100002188,traf3ip2,0.981979,2.58E-06
NM_212817,404035,traf4b,3.73977,6.54E-09
NM_001080185,563746,traf7,0.657582,1.17E-03
NM_200764,393737,trappc4,1.329513,2.19E-05
NM_212869,405805,trib3,1.316835,7.43E-05
BC155346,568734,trim16,3.035922,5.55E-09
NM_200175,393144,trim25,1.345048,3.12E-09
NM_001002871,324053,trim33,0.720232,1.00E-03
AW171138,334253,trim35,1.038511,1.64E-05
NM_213528,406849,trim36,0.646349,1.60E-02
NM_001002358,436631,trim55a,0.685075,1.19E-02
AI584394,561754,trim71,0.779683,3.71E-05
NM_199929,334936,trmt2a,0.759572,3.65E-03
NM_001037392,563475,trmt6,1.880561,1.41E-07
NM_001002321,436593,trmt61a,0.691825,5.45E-04
NM_131569,58090,trpc4apa,0.685558,1.83E-02
NM_001044827,557456,trpc5,0.777457,1.50E-06
BI474802,557850,trpv4,1.534702,6.67E-09
AA658588,378875,tsc22d2,0.594492,2.23E-03
NM_200569,393541,tsc22d3,0.678183,1.28E-05
NM_001002334,798836,tspan13a,4.243617,4.30E-10
NM_001002439,436712,tspan18b,1.536037,3.30E-06
NM_214774,406802,tspan7,1.023231,5.61E-06
NM_001007382,492510,ttc1,0.704422,3.52E-03
AY033829,317731,ttna,1.997909,1.68E-06
BE693170,368859,ttnb,1.27077,2.25E-04
NM_200691,393664,tuba8l2,0.624099,1.31E-03
NM_213016,406289,txndc5,1.498024,3.12E-04
NM_200087,368359,txnip,0.852155,3.28E-05
NM_131432,30709,tyro3,0.610822,4.06E-03
NM_205689,402989,u2af2b,0.705215,3.92E-03
NM_212621,322513,uap1,3.349548,1.88E-08
NM_200294,393264,uap1l1,0.677153,7.92E-04
NM_213062,406335,uba1,0.817452,7.54E-03
NM_001013272,550134,ubb,1.260151,4.78E-07
NM_201273,797853,ube2a,0.867087,8.95E-05
NM_199664,324015,ube2d1,1.34771,6.00E-05
NM_213530,100000479,ube2g1,0.91302,4.94E-03
NM_199863,334133,ube2g2,0.762315,2.33E-04
NM_213486,406807,ube2n,0.902105,4.46E-05
NM_200342,393313,ube2nl,0.714402,5.90E-04
NM_212856,405782,ubl3,0.759516,3.83E-03
BC133176,568531,ubr1,1.875373,2.38E-07
NM_001024405,554104,uchl3,0.678339,1.11E-04
AI793886,436724,ufd1l,1.172108,1.79E-04
NM_212627,322756,ufm1,1.267075,6.79E-05
AW116248,497542,uggt2,0.7944,2.44E-04
NM_212729,334420,ugp2b,0.649447,7.98E-03
BC100055,558508,ugt1aa,1.164734,5.37E-08
NM_213422,406731,ugt1ab,3.952696,5.02E-09
AF330001,266640,unc45b,0.686834,5.03E-06
FJ392620,100302470,uo:ion005,1.972022,3.11E-10
NM_001002332,436604,uox,1.06917,1.97E-05
NM_199616,322660,upb1,1.468947,4.77E-04
AW279994,336087,upf1,1.025486,5.01E-05
NM_001037108,566723,uqcrh,0.654931,1.85E-04
NM_200155,393124,uso1,0.642839,3.15E-03
AI931060,564632,usp10,1.040145,1.08E-05
BI880068,100149597,usp24,1.739724,6.91E-08
NM_001008574,494031,usp2a,0.612307,2.38E-03
BC059202,569679,usp3,0.896424,5.92E-04
BM184030,327239,usp36,0.637628,8.88E-03
NM_200257,393227,usp44,1.696883,3.03E-03
BC094294,553758,usp7,1.006049,2.34E-06
BC134951,565434,usp8,0.854238,2.47E-04
NM_001077449,568683,usp9,0.732123,1.02E-04
NM_001111207,393107,utp6,0.710638,3.05E-04
NM_201069,394044,uvrag,0.929642,1.01E-03
NM_199759,327007,vamp8,2.597345,1.76E-11
AF428249,245949,vangl2,1.341337,7.06E-06
NM_212647,323628,vapb,2.206099,1.56E-07
BC090426,114427,vars,1.363876,3.55E-07
NM_001018131,553185,vasn,1.894981,2.54E-07
NM_200238,393207,vil1l,2.833628,1.20E-10
NM_001001836,415096,vipar,0.715695,4.49E-04
NM_001118893,378837,vps13a,1.000279,7.17E-03
CK686009,556724,vps52,1.028047,1.38E-04
AF406784,559475,vtg1,1.334282,6.42E-06
AF254638,30518,vtg3,1.151133,1.04E-04
NM_199660,323904,waca,0.878962,3.29E-03
NM_201059,394034,waslb,3.191701,6.84E-09
NM_001007057,474326,wdfy1,1.600035,6.60E-04
NM_201039,394014,wdr1,0.661431,2.38E-03
AI641408,561159,wnk1,1.316252,2.32E-05
U02544,30171,wnt10a,1.076268,1.16E-04
AF067429,30139,wnt11,0.627005,1.03E-03
AF139536,791993,wnt4b,1.903002,4.79E-08
NM_130946,30122,wnt8a,2.601374,5.02E-12
NM_131046,30245,wt1a,1.742642,9.79E-06
AA495404,334720,wu:fa01c11,1.202031,2.38E-04
AA495421,334758,wu:fa03a10,1.277572,3.89E-06
AA495427,334763,wu:fa03b06,0.949985,6.94E-05
AA497288,567461,wu:fa03e02,1.172945,3.92E-04
AI353541,100004231,wu:fa03e10,6.689543,3.07E-08
AA497229,334787,wu:fa03f08,0.895129,1.24E-03
AA497352,334832,wu:fa04g05,0.829374,2.15E-03
AA495066,334861,wu:fa05e12,1.355206,1.28E-05
AA495040,334862,wu:fa05f02,1.907409,2.49E-07
AA494995,334875,wu:fa06h01,0.944696,3.52E-04
AA494581,334945,wu:fa10d10,0.78803,5.30E-05
AA494742,335022,wu:fa11h11,5.848012,6.70E-10
AA494783,335057,wu:fa12e11,0.770809,2.23E-02
AI330358,336652,wu:fa91d01,0.931832,2.36E-03
AI330364,336656,wu:fa91d09,1.826256,2.35E-06
AI330777,100005496,wu:fa92h04,0.837507,5.44E-04
AI330535,795300,wu:fa92h10,6.049327,9.02E-12
AI332232,336734,wu:fa94b01,2.176976,4.89E-05
AI331218,336756,wu:fa94h02,0.762265,4.39E-04
AI332026,562283,wu:fa96e12,0.792698,3.04E-04
AI331603,337160,wu:fa99d06,1.027141,9.40E-03
AI331653,797357,wu:fa99e04,2.702419,3.46E-05
AI331619,337166,wu:fa99f01,0.811344,8.71E-04
AI331038,336771,wu:fb04f07,3.722633,2.44E-07
AI330887,336785,wu:fb05d03,0.634547,5.19E-04
AI330946,336796,wu:fb05f05,0.702699,5.63E-05
AI330972,336806,wu:fb05h10,2.253752,2.19E-04
AI397203,336821,wu:fb06g07,0.665508,4.84E-03
AI385118,336837,wu:fb07c11,3.376849,1.54E-10
AI396988,336355,wu:fb08b06,0.709158,1.60E-02
AI396676,336372,wu:fb08f10,3.164389,8.72E-10
AI396713,563544,wu:fb09b10,0.831005,1.27E-02
AI397280,336397,wu:fb09c09,1.795764,1.29E-11
AI397309,336411,wu:fb09g03,0.838339,3.54E-04
AI384918,568604,wu:fb09h07,1.054253,2.11E-05
AI397319,336415,wu:fb09h12,1.676326,8.08E-08
AI384979,336422,wu:fb10b07,1.082173,2.42E-04
AI397374,336441,wu:fb10f12,3.523843,9.65E-09
AI384591,100003674,wu:fb10g08,3.11891,3.44E-09
AI384840,336450,wu:fb11a02,1.41382,8.98E-06
AI384371,336462,wu:fb11c02,0.625487,2.11E-03
AI384372,100002805,wu:fb11c03,4.661859,9.76E-12
AI384867,336465,wu:fb11c07,2.383833,4.47E-10
AI384873,336468,wu:fb11d02,1.902207,6.63E-04
BI896189,336476,wu:fb11d11,0.609874,7.06E-04
AI384943,336485,wu:fb11f10,5.76083,1.57E-12
AI384725,336499,wu:fb12a05,5.671185,7.37E-05
NM_001164368,561592,wu:fb12c06,5.784703,9.95E-12
AI384268,100000389,wu:fb12c09,6.46962,4.74E-11
CK026182,336534,wu:fb12h08,2.403257,3.64E-08
AI384619,336557,wu:fb13f03,1.289916,5.62E-06
AI396886,336607,wu:fb14h03,1.656207,3.60E-06
AI396852,336636,wu:fb15h07,1.644425,6.01E-05
AI882728,100006548,wu:fb16f03,5.474639,2.49E-12
BC124523,570991,wu:fb16f09,6.440962,1.23E-09
AI397237,321500,wu:fb17f01,0.794292,1.11E-04
AI522349,321547,wu:fb18g01,0.999017,4.52E-07
AI522472,321560,wu:fb19c01,0.724773,4.85E-03
AI444200,321649,wu:fb24e03,0.688972,1.47E-06
AI415761,321684,wu:fb26f10,1.728496,1.30E-06
AI437376,321717,wu:fb30h02,1.579298,2.89E-06
AI437390,321728,wu:fb33a11,0.797295,2.06E-03
AI415874,321813,wu:fb36b09,0.811495,1.99E-04
AI415896,567961,wu:fb36d12,5.875987,2.02E-11
AI437263,559638,wu:fb39e12,1.254686,2.76E-05
AI461286,321983,wu:fb40a11,0.70849,1.65E-04
AI461321,322004,wu:fb40g08,0.788258,1.61E-03
NM_001003833,322056,wu:fb48e04,1.043588,2.57E-07
AI477236,560439,wu:fb50h02,4.726465,9.28E-11
AI477251,100004396,wu:fb51a10,0.818179,6.45E-09
