Accession,Unigene,Gene,Ratio,ttest
NM_205729,494487,nr1d1,1.473475,3.75E-05
NM_001130592,402815,nr1d2a,1.652177,6.06E-08
U93481,30271,nr1d2b,1.458885,1.34E-08
NM_001017545,548341,nr1h3,0.657471,8.90E-03
NM_001123294,569321,nr2c2,0.901367,1.28E-02
U93459,325637,nr2f6a,1.375167,2.26E-02
NM_001020711,553740,nr3c1,0.677497,2.26E-02
NM_001002173,431720,nr4a1,1.720929,4.49E-06
U93470,436679,nr4a2b,2.090222,3.94E-07
NM_131145,30380,nras,0.976321,6.48E-06
NM_001044715,557565,nrd1,1.165526,5.69E-04
NM_001044911,796461,nrg1,1.254002,2.04E-06
NM_001017674,550369,nsdhl,1.637826,2.01E-06
NM_201427,324845,nt5c2a,0.813769,1.47E-03
NM_199560,321720,nt5c3,0.736861,2.81E-04
NM_001077143,556186,nt5dc2,0.589508,3.83E-02
NM_131064,30270,ntf7,0.626271,1.89E-04
NM_131162,30399,ntla,0.829489,1.36E-02
NM_001045463,751753,nucb1,1.022442,1.36E-02
NM_201479,326050,nucb2b,0.945333,1.89E-04
NM_213352,406661,nudt9,1.173658,1.17E-06
AI477432,562350,nup107,0.834017,5.60E-06
BF717555,325928,nupr1,1.810497,3.13E-09
NM_213484,406805,nvl,1.663457,1.56E-05
NM_001080192,568941,oc90,1.109473,3.42E-03
NM_200302,393272,ociad1,0.88343,1.34E-05
AW116260,405757,oclna,4.511931,8.49E-08
NM_001008618,494075,oclnb,2.90784,9.82E-06
NM_131801,114426,odc1,0.661094,7.92E-03
NM_199958,335524,odf3l,2.251762,1.11E-06
AF041440,30304,oep,1.472057,7.97E-08
NM_200779,564552,ogdh,1.687317,1.80E-08
NM_001013570,541445,ogn,1.48633,1.72E-05
NM_001017359,337685,ogt,1.11438,4.56E-06
NM_001003486,445092,olfm1b,0.871579,2.49E-03
AY046954,246225,onecutl,1.568707,1.22E-02
NM_001007298,492332,opa1,0.715585,1.60E-03
NM_001080166,497278,opa3,0.814038,1.29E-03
NM_001002709,436982,ophn1,1.07912,1.57E-03
AF104903,30582,opn1sw1,1.679552,3.13E-05
AI545421,445189,optc,2.232362,4.90E-04
NM_001100066,336159,optn,3.302472,4.28E-08
AF179844,30356,or101-1,1.092686,1.34E-02
NM_131740,80358,or102-1,2.444381,1.93E-08
NM_131739,80357,or102-2,1.163511,1.09E-02
NM_131737,554781,or102-5,2.103947,1.23E-05
NM_203469,58121,or103-4,2.754129,1.28E-06
U72692,30408,or104-2,1.669511,6.95E-03
U72686,30358,or110-1,0.901868,8.20E-03
AB026132,80372,or111-8,1.080951,3.97E-04
NM_001037405,641416,or115-12,0.806979,4.44E-04
AF283560,80359,or115-14,0.628596,1.76E-03
NM_131083,30294,or115-15,0.624787,2.43E-02
NM_001128406,100150394,or125-8,1.036984,1.62E-04
NM_212727,334315,orc3l,0.637161,1.01E-02
NM_001100070,100001110,org,1.227242,4.73E-03
NM_001075108,553455,os9,1.058022,1.92E-05
NM_001005927,449656,osbpl7,4.322334,1.39E-11
NM_001077805,777767,osbpl9,0.790135,4.59E-02
NM_001005301,368635,osgepl1,0.623821,3.87E-03
AW077137,557476,otof,3.706765,1.75E-09
BC142849,327127,otud4,1.216495,2.37E-03
U14591,30500,otx1b,1.327089,7.45E-05
U14592,30501,otx2,2.332468,1.41E-05
AI545480,560273,oxct1b,1.560802,4.27E-05
NM_201175,394150,oxsr1b,0.725559,2.03E-02
NM_131623,58147,p2rx3a,1.107214,1.26E-02
AF317643,259258,p2rx4a,1.153957,1.13E-05
AF500300,373879,p2rx5,0.773231,1.18E-02
NM_213364,406673,p4hb,0.929554,9.75E-03
NM_199839,327625,pabpc1l,1.684675,3.19E-04
NM_201296,321035,pabpc4,0.665481,1.06E-04
NM_001098748,569034,pacs1,3.675529,2.00E-07
NM_201345,394247,pafah1b1b,1.879068,1.74E-04
NM_201328,373103,pak1,0.70483,1.74E-04
NM_001002717,266749,pak2a,1.125585,8.09E-03
NM_205758,404041,papolb,0.956565,1.49E-03
AI384140,80939,papss2,1.505468,3.98E-05
NM_212562,80939,papss2b,1.332616,1.81E-03
NM_200501,335495,parp3,1.766156,8.99E-07
NM_001005929,449658,paxip1,0.64407,4.91E-02
NM_001020731,553765,pcbp3,0.739892,9.09E-04
NM_001002746,437019,pcca,2.867015,2.66E-06
NM_212571,259186,pcdh10a,0.851036,1.46E-02
NM_001007307,492341,pcf11,1.115446,5.14E-03
NM_001045235,692252,pcgf5b,1.243464,2.92E-03
NM_001089369,555238,pcgf6,0.713459,1.15E-02
NM_214751,378727,pck1,1.580463,5.59E-06
NM_213192,406473,pck2,3.32234,3.08E-07
NM_131465,30751,pcmt,0.650862,7.05E-03
NM_001161488,100008021,pcp4l1,0.83314,3.57E-04
NM_200210,393179,pdap1,0.734924,7.51E-03
NM_200555,393527,pdcd10a,0.644652,6.33E-05
NM_212988,406261,pdcd4a,0.660694,1.02E-02
NM_213360,406669,pdcd6ip,1.159358,3.45E-07
NM_200102,373125,pdcd8,0.957904,4.40E-05
NM_201102,394077,pde10a,0.732366,1.92E-02
NM_212799,554700,pde6g,2.416825,4.02E-06
XM_001340208,799942,pde9a,0.866419,8.56E-03
NM_213154,406428,pdhb,0.884434,2.35E-03
NM_001017870,550568,pdlim1,1.490668,2.58E-07
NM_001042718,561865,pdlim3b,0.706788,5.02E-03
NM_200840,393813,pdlim7,0.628827,3.04E-04
NM_200992,393967,pds5a,1.317017,8.93E-05
NM_001017656,550349,pdss1,0.590435,2.65E-05
NM_001004552,447813,pdxdc1,3.293287,7.06E-06
AI397346,791775,pdxka,2.386525,6.51E-08
NM_001002616,436889,peli2,0.792082,4.95E-02
NM_182883,360136,penk,3.26188,5.82E-09
NM_131584,58107,per3,1.604216,2.92E-04
NM_001025169,573990,pex16,0.707214,1.68E-02
NM_001017399,324778,pex19,0.600536,3.49E-03
NM_001013532,541405,pex7,0.946239,3.37E-06
NM_213397,554477,pfkfb3,1.384382,1.98E-09
BC090268,799355,pfn1,1.45178,1.83E-07
NM_198804,323107,pgam1a,0.638235,1.52E-03
NM_201024,572733,pgam2,1.842489,1.03E-06
NM_213453,406762,pgd,2.230768,5.04E-06
NM_213387,406696,pgk1,0.729728,1.10E-04
NM_001007053,474321,pgm3,1.770843,5.19E-06
U93478,569575,pgr,1.457201,7.60E-05
NM_213104,406378,pgrmc2,0.918314,1.33E-05
NM_201297,321346,phb,0.844835,3.36E-02
CR848671,563332,phf20a,2.137903,1.06E-07
BC152492,334003,pho,0.747635,2.86E-04
NM_001045485,564750,pi4k2b,0.984305,7.16E-06
NM_001034977,563201,pi4kb,2.332963,1.31E-09
NM_201143,100000252,pik3r3,0.993833,6.52E-05
NM_131539,58054,pim1,0.839228,4.37E-05
NM_200935,393909,pitpna,1.745123,2.15E-07
NM_200920,393894,pitpnb,1.590774,1.41E-06
NM_213487,406808,pitrm1,0.76859,2.43E-02
NM_130975,30164,pitx2,0.838232,1.03E-03
AF336369,368200,piwil1,0.96535,1.29E-03
NM_201289,114551,pklr,3.667774,2.39E-08
CK689174,797838,pkp1,4.990623,6.80E-07
NM_001045280,368397,pkp3,3.414982,3.50E-07
BC067727,407700,plcb4,1.389762,5.84E-04
NM_200068,337489,plcd1b,3.614095,1.43E-10
NM_213436,406745,plekha1,1.083805,9.39E-04
NM_001136243,571486,plekha7,1.685108,2.66E-06
NM_001007374,492502,plekha8,1.062223,5.32E-04
NM_200340,393311,plekhf1,4.078236,2.97E-10
NM_200244,393214,plekhf2,1.335055,1.92E-05
NM_001003890,280649,plk1,1.585247,1.00E-06
NM_201308,334202,plk3,1.699091,2.53E-06
NM_001161445,798079,plp2,0.799738,1.27E-03
NM_199881,334273,pls1,1.624155,4.01E-03
NM_001002326,436598,pls3,2.772832,5.12E-08
NM_001098489,567422,plxna3,0.904125,1.07E-02
NM_200084,368229,pmm2,2.133724,2.54E-10
NM_001172570,407733,pnn,0.80975,1.60E-03
NM_213311,791647,pnp5a,3.591877,5.75E-09
AI558569,503936,pnpla7,1.509485,1.04E-04
NM_001039810,556456,pold1,1.597768,4.41E-03
NM_213303,368733,pold2,2.050548,7.27E-06
NM_200518,325603,polr1b,2.409674,8.41E-10
NM_199921,334669,polr2c,2.299711,7.97E-07
NM_001024400,554099,polr2j,0.693565,3.65E-03
NM_001013548,541421,pop5,0.948197,1.56E-02
NM_200733,393706,pp,0.788765,2.45E-02
AF177868,30704,pp2ca2,0.771151,5.73E-05
NM_001017833,550531,ppa1,1.029149,8.68E-03
U93474,30755,ppara2,1.951871,6.37E-06
U93475,563298,pparaa,1.403871,1.75E-04
U93473,557714,pparab,1.72805,7.62E-06
U93476,30750,pparda,2.530862,2.53E-08
AI878499,30754,ppardb,1.136114,7.80E-04
U93477,557037,pparg,1.160484,1.10E-03
AI477068,555906,ppargc1b,0.899925,4.75E-02
NM_001034178,558042,ppil1,2.125399,1.74E-08
NM_001137666,449936,ppl,5.041852,7.35E-09
NM_001003870,445393,ppp1r12a,0.781144,7.66E-03
NM_001002538,436811,ppp1r1c,0.820465,1.18E-03
NM_212709,327285,ppp1r3b,1.828357,1.46E-06
NM_001017886,550585,ppp2ca,0.660775,2.37E-03
NM_213293,406582,ppp2cb,0.675219,1.30E-03
NM_001003425,445031,ppp2r4,0.838253,5.88E-05
NM_194415,373881,ppp2r5e2,1.214356,3.45E-02
NM_194412,373878,ppp2r5eb,1.34986,1.81E-03
NM_001166628,557926,ppp3cc,1.606052,9.71E-03
BU808677,100002463,pprc1,1.258224,1.58E-02
AI641480,563151,prdm14,3.579143,1.60E-08
AI629157,559174,prdm16,1.279975,9.36E-03
NM_199515,323473,prdm1a,2.601997,5.61E-08
NM_001024406,554105,prdx5,1.051121,1.06E-05
NM_200805,393778,prdx6,1.25979,1.85E-05
AI588696,556148,prickle1b,1.432839,3.06E-04
NM_001110286,100001198,prkaa1,0.961339,1.45E-03
NM_214713,335232,prkab1b,1.09174,1.29E-05
NM_001082840,564064,prkacaa,1.133281,1.31E-06
NM_001034976,563147,prkacbb,1.547502,8.62E-05
NM_001077370,556042,prkar2aa,1.129686,1.45E-06
NM_200978,393953,prkcbb,2.161144,1.59E-06
NM_214708,334571,prkcd,1.107063,2.44E-06
NM_131855,117507,prkci,0.816325,2.72E-05
NM_201053,394028,prkcsh,0.618224,5.63E-06
AF295376,58154,prkri,1.011274,2.46E-04
NM_001128677,407651,prlra,5.11179,5.45E-09
NM_200503,393475,prmt7,2.531389,1.32E-06
AF160970,322857,prom1a,0.876523,3.09E-02
NM_205748,403072,prpf3,0.90997,2.18E-04
NM_200504,393476,prpf31,3.3277,7.56E-12
NM_213489,406810,prpf38b,0.933903,3.87E-04
NM_001004520,368864,prpf39,0.823127,1.84E-03
NM_198356,321555,prpf40a,1.765346,6.89E-06
NM_200976,393951,prpf8,0.861047,2.96E-03
NM_213533,140620,prps1a,0.823971,2.48E-02
AW232681,445084,prr15la,5.196686,1.91E-09
NM_001007060,474330,prrc1,1.466313,5.77E-03
NM_131883,140811,psap,1.493154,2.64E-05
AJ132931,30221,psen1,0.888232,2.72E-05
AF354751,83917,psma6b,2.491141,2.09E-08
AF155576,64279,psmb11,1.959817,3.23E-08
NM_131391,30665,psmb9a,0.937552,6.18E-03
NM_201578,321898,psmd12,1.55146,9.35E-07
NM_200546,393518,psmd2,0.718595,1.05E-02
NM_131375,30648,psme1,0.881967,2.17E-04
NM_131374,30647,psme2,1.77731,3.04E-06
NM_001020477,323490,ptbp1,0.612575,1.83E-02
NM_001020477,323490,ptbp1a,1.108491,7.90E-05
X98883,30181,ptc1,0.75489,4.29E-02
AB071601,336492,ptgds,3.698555,9.73E-11
NM_001111160,559148,ptgisl,4.221304,4.63E-10
AY028584,246226,ptgs1,0.661266,7.59E-03
AY028585,246227,ptgs2a,4.68132,1.85E-10
AF348085,142986,ptk2.1,1.761,1.84E-05
NM_001007775,493615,ptp4a1,0.653943,2.79E-04
NM_199861,334121,ptplb,0.595155,4.37E-02
AF097477,407635,ptpn3,0.697292,7.18E-03
AJ311885,140819,ptprf,1.129337,7.34E-03
BU670754,555348,ptprk,1.081233,1.38E-03
AF190145,325033,ptprn2,0.728814,2.03E-02
XM_687691,564351,ptprna,1.959524,3.27E-04
NM_001020535,791795,ptrh2,1.465377,2.66E-05
NM_001001846,415106,pura,1.016612,1.52E-06
NM_001008603,494060,pus1,1.76805,3.94E-06
NM_001044957,561376,pus7l,1.154429,7.65E-06
NM_212783,337731,pvalb4,2.882992,1.62E-08
NM_182937,360208,pvalb8,4.298053,3.53E-10
CR774186,794920,pvrl4,1.686176,6.64E-04
NM_201588,399546,pxn,2.272095,8.05E-09
NM_131495,57923,pycard,4.01428,9.01E-11
NM_200826,393799,pycr1,2.057016,1.20E-03
NM_001008538,493916,pygl,0.73191,5.60E-05
NM_001020628,553655,pygma,1.211047,1.91E-03
NM_131016,30211,pyya,2.370044,3.55E-10
NM_001118898,327329,qrsl1,0.812399,1.38E-04
NM_201329,373105,rab13,1.162912,2.15E-02
NM_206830,325255,rab18a,0.759835,2.57E-04
AI496921,368883,rab1a,0.853372,3.98E-02
NM_001008641,494098,rab25,4.231089,5.16E-11
NM_001040348,678600,rab40c,1.859727,4.47E-07
NM_001126381,403031,rab4a,3.194317,5.73E-07
NM_201485,337737,rab5aa,0.786036,3.00E-02
NM_200970,393945,rab5ab,0.596296,9.00E-03
NM_214780,407650,rabac1,1.565849,2.76E-07
NM_200941,393915,rabgef1l,0.973758,4.38E-02
NM_205733,403048,rabl3,1.003981,4.77E-04
NM_199771,327204,rac1,0.90372,2.91E-03
NM_212989,568424,rangap1,0.83876,2.29E-02
NM_199533,321107,rap1b,0.706089,1.43E-03
AA494752,335032,rapgef6,1.583085,1.69E-06
U93479,30680,rarga,1.376372,7.13E-05
NM_200617,393589,rars2,1.391575,2.54E-08
AW019486,100002155,rasa1,0.866666,5.09E-03
NM_200532,393504,rasd1,2.087194,7.88E-08
NM_001003479,445085,rasgef1bb,0.793409,6.19E-05
NM_001045339,751594,rassf6,4.054287,1.56E-06
NM_197942,368288,rassf7b,1.166551,1.21E-02
NM_001020667,553693,raver1,0.694634,2.59E-02
NM_212595,321726,rbb4,1.018286,2.76E-03
NM_200245,393215,rbbp5,0.849601,3.01E-02
CK678723,798517,rbm15,0.744856,9.48E-05
NM_200915,393889,rbm17,1.237365,2.51E-02
NM_213214,406495,rbm22,1.313588,6.33E-05
NM_001002383,436656,rbm34,5.25393,6.27E-09
NM_001110127,333991,rbm38,1.551993,5.26E-04
NM_001012304,406251,rbm39a,0.872566,1.14E-04
NM_001014370,541556,rbm39b,1.593312,1.94E-05
NM_001100138,324302,rbm5,1.156465,4.07E-03
NM_001076716,767747,rbms3,0.89116,1.81E-05
NM_212598,321860,rbmx,1.477416,3.18E-03
NM_130920,30077,rbp4,3.265618,1.16E-10
NM_200259,393229,rbpms2,1.191985,5.05E-06
NM_199991,336007,rcbtb1,1.544817,2.08E-06
NM_213178,406457,rcc1,0.742969,1.45E-04
XM_686046,562671,rcn1,1.709863,3.70E-08
NM_201331,378722,rdh10b,0.941621,3.52E-04
NM_001009912,494176,rdh12l,1.793199,2.95E-08
NM_001004296,286739,rdx,1.619293,3.83E-03
NM_207073,404605,relt,1.033718,9.04E-05
BM071136,569081,rerea,2.731485,6.60E-04
NM_181662,30512,ret1,0.799858,1.78E-05
NM_001040004,677660,retsatl,0.59946,2.93E-02
NM_001003862,445385,rfc5,2.367644,3.10E-08
CK676539,555183,rfx1b,0.911405,1.27E-03
AW203093,436935,rgs2,0.821656,3.68E-03
NM_199274,569876,rgs4,2.18352,5.87E-06
NM_199962,573765,rgs5,2.358364,1.87E-04
NM_201204,792002,rhbdl2,1.229646,3.56E-03
NM_200071,337596,rhbg,1.251727,1.98E-03
NM_001002445,436718,rhoad,0.807402,1.74E-03
NM_201150,394125,rhoae,2.670079,2.85E-10
NM_001037679,557574,rhot2,0.907036,1.56E-03
NM_001012250,100005849,rhov,2.161814,3.11E-07
NM_201178,321330,rhpn2,2.728868,7.89E-06
NM_001005293,334503,ric8b,0.993691,5.45E-03
NM_001079664,780843,rilpl1,3.517013,8.87E-12
NM_212995,406268,riok1,0.674505,2.84E-03
NM_194411,373874,ripk2,0.895767,8.66E-05
NM_213078,406351,ripk4,3.82946,5.60E-09
NM_200705,393678,rlbp1a,0.649299,1.33E-02
NM_200774,393747,rmnd5b,0.964786,1.31E-04
NM_001002659,436932,rnaseh1,0.640567,2.89E-04
NM_001045405,751692,rnaseka,0.775736,7.75E-03
NM_199522,80963,rnd3a,1.004996,5.70E-07
NM_212615,322325,rnf128,3.841923,3.46E-11
NM_199763,327056,rnf145,0.660429,4.07E-02
BG307984,503775,rnf213,2.31196,2.83E-05
NM_001002607,436880,rnls,0.914705,2.26E-03
NM_001039930,565672,rnpc3,0.67677,2.93E-02
NM_001093747,321070,rock2b,3.063893,2.28E-08
NM_201067,554722,rorab,0.712841,2.32E-02
U93482,559245,rorca,2.155743,9.49E-08
DQ017628,562258,rorcb,1.115995,2.88E-04
NM_213446,406755,rp2,1.03512,4.42E-05
NM_001024432,554138,rpap2,1.814598,3.44E-04
NM_213107,337090,rpl4,1.052868,2.56E-04
NM_212748,335985,rpn2,0.714544,1.36E-05
NM_199556,321636,rprd1b,0.727941,2.12E-02
NM_201146,394121,rps10,4.18523,3.37E-06
NM_212786,338219,rps6ka3,0.748013,2.66E-03
NM_212786,338219,rps6ka3a,0.604047,4.60E-04
NM_200073,337670,rps6kal,1.483017,1.08E-08
NM_213076,406349,rps6kb1,0.608277,2.24E-03
NM_001110124,100003142,rpz5,1.479165,5.73E-07
NM_199714,325358,rraga,0.704959,8.58E-03
NM_001005931,449660,rras,0.844757,2.16E-02
NM_213280,406566,rsrc2,0.660993,3.94E-03
AJ005027,30689,rtk6,1.164512,3.10E-06
NM_201072,394047,rtn3,1.394131,1.23E-03
NM_131603,58126,runxa,0.645323,2.35E-02
NM_173835,317679,ruvbl1,1.388996,1.45E-03
AF001908,30473,rx2,1.641166,2.92E-05
AF001909,30474,rx3,2.958667,1.09E-06
U93483,30530,rxrba,1.748449,1.11E-07
NM_001012373,497613,rybpb,1.221471,7.46E-05
NM_213003,406276,s100a10b,3.999131,4.30E-11
BI982416,436825,s100b,1.392553,1.18E-05
NM_001128341,563060,s100u,4.488803,1.47E-11
BC151933,100144627,s100v1,5.128378,1.12E-11
NM_001080161,336965,s100v2,4.007208,1.32E-10
AW076585,554089,s100z,2.546648,8.85E-08
NM_200135,393104,saal1,0.978964,1.18E-03
AJ293862,555721,sall1a,2.604705,2.17E-07
NM_001076739,767772,samd13,1.070138,2.60E-04
NM_200142,393111,samm50,0.703566,8.56E-04
NM_001017882,550581,sar1a,0.947233,8.91E-04
NM_201179,394154,sars2,1.019374,1.91E-02
NM_200281,393251,sas,1.939864,6.29E-10
NM_001004560,447821,sav1,0.650558,1.02E-02
CF943686,394208,sb:cb1050,1.649473,1.19E-06
CF943694,394209,sb:cb1058,4.273061,4.11E-11
CK445318,566522,sb:cb1095,1.306432,2.66E-03
BC055497,368319,sb:cb183,1.128857,3.84E-04
BG985515,321209,sb:cb338,3.972768,1.08E-07
AI545137,321270,sb:cb470,1.253611,2.07E-05
CB923502,564040,sb:cb472,3.258349,9.66E-07
AI544565,564134,sb:cb474,2.004342,1.49E-06
CF269314,567667,sb:cb734,1.575654,5.22E-07
NM_201121,394096,sbds,0.709597,2.58E-03
NM_001115105,407680,sc:d0144,6.173397,2.46E-10
NM_001083848,568891,sc:d173,6.540827,5.13E-11
AI522669,406662,sc4mol,1.1237,7.48E-06
NM_213378,406687,scamp2,0.870334,1.70E-02
NM_199906,334500,scamp2l,3.113637,7.21E-07
NM_001002359,436632,sccpdha,2.533799,1.71E-06
NM_001005304,368684,scel,4.860163,2.57E-09
AW305569,793796,scg2a,2.268984,1.16E-06
NM_200757,393730,scg3,0.814739,2.51E-04
AF175294,323285,scinla,2.326848,1.36E-07
AW117001,406363,scinlb,1.066014,8.15E-03
NM_200865,393839,scp2,1.198733,5.75E-05
NM_131627,58151,scyba,2.081348,8.76E-08
NM_199657,323839,scyl3,3.689795,8.67E-09
NM_213087,406360,sdf4,0.835996,7.92E-04
NM_001004004,445500,sdhda,0.741475,1.89E-03
NM_214771,406799,sdr16c5,1.007875,6.08E-04
NM_201098,394073,sec14l1,2.211076,5.76E-09
NM_199777,327268,sec23b,3.568542,6.55E-09
NM_001077379,560750,sec23ip,0.644174,1.25E-03
GU908491,571870,sec24c,1.027177,1.43E-05
NM_200570,393542,selenbp1,1.733896,1.34E-03
NM_001044871,558648,selo,0.650041,1.19E-02
NM_001098487,352917,selt2,1.892639,4.04E-03
NM_131061,30267,sema3ab,0.762997,8.68E-03
NM_131049,796377,sema4e,1.438658,3.55E-07
NM_001017557,550129,10-Sep,0.988657,1.39E-06
BM141487,323457,2-Sep,0.632922,4.99E-02
NM_201161,394136,sept7a,1.04174,8.89E-03
NM_001115117,321590,sept8a,1.202283,5.81E-04
NM_198911,337243,sept9a,1.048239,3.58E-02
NM_178287,352915,sepw1,1.598499,4.90E-06
NM_194418,378438,sepw2b,4.085837,2.03E-08
NM_178288,352916,sepx1,1.710483,1.43E-04
NM_178288,352916,sepx1a,1.146096,3.07E-03
NM_001030286,568022,serac1,0.666303,4.33E-02
NM_001045182,569338,serinc2,1.805131,4.91E-05
NM_199936,335119,serpinb1l3,1.86605,2.02E-05
NM_001009892,335229,serpinb1l4,0.748218,2.88E-02
NM_213519,406840,sesn3,0.73345,2.16E-02
DQ851812,570278,setd5,0.730646,9.58E-03
NM_001002456,436729,setd7,0.920671,3.40E-04
XM_679219,446117,sf3b1,2.984652,3.48E-09
AI959527,406564,sfpq,1.959606,3.70E-04
NM_199576,321886,sfrs11,0.609812,8.89E-03
NM_001083837,563938,sfrs18,1.119948,3.15E-04
NM_213015,406288,sfrs1a,0.852148,1.99E-04
NM_213382,406691,sfrs2,0.622695,2.61E-04
NM_200867,335396,sfrs5a,0.782087,1.31E-03
NM_201168,394143,sfrs8,1.414432,8.03E-04
NM_001003537,445143,sfxn1,1.316934,8.96E-04
NM_199212,324140,sgk1,1.415364,1.42E-02
NM_001113622,570956,sgk2,2.416832,6.85E-06
AA494842,541529,sh2d5,3.851767,1.01E-06
NM_213160,406439,sh3bp5la,0.97997,2.95E-04
NM_200181,393150,sh3gl3,1.172797,2.14E-03
AI545999,322604,shbg,2.011092,5.36E-07
NM_131063,30269,shha,1.942099,1.17E-07
NM_131199,30444,shhb,2.552707,1.40E-06
NM_001123374,100144628,shmt2,1.045488,4.97E-02
AW116724,556779,si:busm1-122b7.1,2.402224,6.70E-08
NM_001007206,368615,si:busm1-194e12.12,1.992272,3.11E-09
AW826598,368621,si:busm1-57f23.1,3.369419,6.92E-08
AW019131,368398,si:busm1-6a2.1,0.814217,1.64E-03
AA494944,335072,si:ch1073-170o4.1,2.081625,8.52E-06
CU302251,557688,si:ch1073-301i20.1,0.768131,5.03E-04
AI330386,553524,si:ch1073-380l12.1,3.795677,2.80E-08
AI545479,323108,si:ch211-103f16.3,2.844789,5.07E-11
NM_001044994,562734,si:ch211-105d11.2,0.655624,4.81E-02
BX469930,566121,si:ch211-114l13.1,1.092975,1.07E-04
AI353694,566658,si:ch211-117m20.5,4.385167,6.13E-07
AI601469,569329,si:ch211-119b12.6,1.227833,2.35E-02
NM_001030084,555268,si:ch211-11m18.2,1.269389,2.52E-05
NM_001040332,555349,si:ch211-11m18.3,0.773866,1.15E-04
NM_001105111,564515,si:ch211-121a2.2,1.014114,1.07E-02
NM_001126477,558476,si:ch211-124k10.2,1.223448,4.55E-04
NM_001109829,100126100,si:ch211-125e6.12,0.857315,1.93E-05
AW116709,563087,si:ch211-129c21.1,5.00558,5.32E-08
BX470227,568088,si:ch211-12d10.5,0.972383,2.67E-02
NM_001083064,100034467,si:ch211-132b12.1,0.927777,5.09E-07
NM_001044959,561391,si:ch211-132b12.8,4.024551,3.65E-09
CR450756,553479,si:ch211-133j6.3,1.133705,6.89E-05
AW171209,571767,si:ch211-135f11.1,3.662448,4.24E-11
NM_001077721,777613,si:ch211-137a8.2,3.346452,1.79E-08
NM_001105117,565274,si:ch211-137i24.10,2.529651,3.73E-06
NM_001045167,568736,si:ch211-13c6.3,0.854349,3.47E-03
CR361548,570370,si:ch211-140m22.7,1.026522,1.12E-04
AI878031,797081,si:ch211-152b13.4,0.897561,9.21E-04
BC163561,570949,si:ch211-152c12.2,0.66543,7.77E-03
NM_001089415,567533,si:ch211-155m12.3,0.723786,7.67E-03
BI878001,795944,si:ch211-156j22.4,0.81486,3.53E-04
NM_001118897,373136,si:ch211-157f15.1,4.496297,4.71E-08
AW116530,567931,si:ch211-158b22.2,1.364403,1.76E-05
NM_001044859,558368,si:ch211-15d5.5,1.515107,1.59E-06
AI793558,568367,si:ch211-160j6.2,2.003512,1.10E-06
XM_687332,100000230,si:ch211-166a6.5,2.708899,7.06E-08
NM_001003547,445153,si:ch211-175f11.2,3.925458,5.82E-09
AI641655,558218,si:ch211-184m19.1,1.10499,1.28E-04
NM_001171033,100150331,si:ch211-191a24.4,3.469483,1.95E-05
NM_001177933,556216,si:ch211-194i18.1,1.876031,1.44E-05
NM_001077302,768159,si:ch211-195b13.1,1.322044,4.90E-03
BI428551,557836,si:ch211-198b3.2,2.168302,5.78E-06
AW115856,555187,si:ch211-198k9.5,0.6604,7.84E-04
NM_001110519,558071,si:ch211-199m3.9,1.386438,1.20E-02
AI722387,324358,si:ch211-200e2.1,3.289712,3.29E-07
AI397291,336402,si:ch211-200o3.1,1.423736,6.79E-05
AI396590,336542,si:ch211-202a12.4,1.632075,2.68E-06
NM_001045021,559992,si:ch211-203l9.2,1.541587,3.00E-03
AI667140,559686,si:ch211-207e14.4,2.585101,1.96E-07
AW175328,565444,si:ch211-208h7.4,1.106526,2.15E-02
AI882948,564023,si:ch211-210c8.6,1.303233,1.17E-06
AW116234,327464,si:ch211-210g13.5,0.631843,4.62E-02
NM_001025484,556080,si:ch211-214j24.7,0.599544,4.00E-02
AI959644,798921,si:ch211-217k17.9,6.008232,8.37E-08
BX950194,100001903,si:ch211-218c6.8,1.652002,3.23E-05
NM_001044878,558940,si:ch211-222e23.8,1.169787,4.01E-05
AI396851,100002243,si:ch211-229n2.7,4.647293,8.81E-13
NM_001128540,566663,si:ch211-232d19.4,0.889066,8.90E-04
NM_001045136,567545,si:ch211-234f20.7,1.948261,4.05E-04
NM_001080167,562516,si:ch211-234g24.1,1.223231,2.09E-05
NM_001114915,100141350,si:ch211-234p6.12,1.725502,3.28E-05
NM_001025297,327615,si:ch211-234p6.13,2.3448,9.22E-06
NM_001126383,553465,si:ch211-235e18.3,1.177085,5.42E-05
NM_001145574,560006,si:ch211-236d22.1,0.886915,6.81E-03
BM154668,560000,si:ch211-236l14.3,1.204923,2.55E-03
NM_001025511,561047,si:ch211-237l4.2,4.879318,6.32E-09
AI793450,560673,si:ch211-238e22.4,2.575354,1.36E-05
BC155854,567300,si:ch211-239h19.1,0.666405,3.66E-02
NM_001128701,560193,si:ch211-239j19.3,0.605196,1.64E-05
AI641408,561159,si:ch211-240l19.1,1.086721,7.93E-03
CT025742,100000984,si:ch211-241d21.5,0.856366,6.01E-03
AW421191,562991,si:ch211-241e15.2,2.434831,4.10E-08
NM_001030209,566552,si:ch211-241j12.3,0.638592,3.97E-02
NM_001044910,559906,si:ch211-243g18.2,5.023638,1.44E-11
AI943204,555223,si:ch211-244a17.4,1.330689,6.04E-06
NM_001166323,569167,si:ch211-244a23.1,1.22833,5.99E-05
NM_001082810,557230,si:ch211-244b2.3,0.619869,3.37E-02
NM_001014325,541512,si:ch211-244b2.4,2.798735,8.37E-08
